id,x_coord,y_coord,type
0.0,0.0,0.0,0.0
1.0,13.7227999023069,10.766509256362644,-1.0
2.0,13.151205280868913,6.635725869605989,-1.0
3.0,13.101516514063853,-4.427059330750778,-1.0
4.0,-9.973019954476333,-1.0061619872226704,-1.0
5.0,-11.874922824508404,0.9500391079535002,-1.0
6.0,-0.5880181773852365,-8.683096016754407,-1.0
7.0,14.681316653904087,-4.572628206813899,-1.0
8.0,5.517849607807286,11.492113585806884,-1.0
9.0,-12.79365670253925,-7.964902846501648,-1.0
10.0,-11.916248536181914,-6.306561777260674,-1.0
11.0,-5.694936546010898,-6.836650553167186,-1.0
12.0,-11.094312250440234,-6.294216288373175,-1.0
13.0,12.841165782657754,3.2375693697930314,-1.0
14.0,-14.200931238793892,4.30074607789068,-1.0
15.0,-10.305219913669873,-4.4002664482497185,-1.0
16.0,-0.09349533801515941,14.63867066259535,-1.0
17.0,2.8328051301308053,-9.83532841201294,-1.0
18.0,14.706726453178902,-11.310197121462314,-1.0
19.0,9.580361488674207,-3.775976567593601,-1.0
20.0,14.607685700445122,1.19339645234076,-1.0
21.0,-9.00736515095587,11.080993802210923,-1.0
22.0,10.884213665824227,-14.189980062458917,-1.0
23.0,10.315326725484937,8.402095764521778,-1.0
24.0,-0.4696514624617578,9.725473583149608,-1.0
25.0,11.66734483960342,-11.061921004539553,-1.0
26.0,2.333526946698672,-12.426175208782862,-1.0
27.0,-11.906737429404403,-6.3573034846341745,-1.0
28.0,6.781152161218293,6.044321051147796,-1.0
29.0,-14.805599494132132,1.5066402085183497,-1.0
30.0,-14.843437172295264,14.666572174018176,-1.0
31.0,1.8962531397873965,13.312093361279976,-1.0
32.0,-10.581023571826213,-11.611960596601394,-1.0
33.0,-8.760196267086751,12.226394348570784,-1.0
34.0,-5.874625246561899,-2.113821609769208,-1.0
35.0,5.082742612425378,0.0032414509264229174,-1.0
36.0,-8.186046536011947,-5.594931789172596,-1.0
37.0,12.094997412777161,11.296482363395587,-1.0
38.0,-3.3770933054520134,-10.323542559701334,-1.0
39.0,-11.99514581057262,-13.12148263016745,-1.0
40.0,-3.264519699141889,-5.604097500592416,-1.0
41.0,11.90155392484754,10.09937322189368,-1.0
42.0,3.469298938000983,14.010022421932998,-1.0
43.0,8.529267050847322,14.7511414926281,-1.0
44.0,4.966700012540937,7.01551916583598,-1.0
45.0,-6.705987963011938,12.966375694423068,-1.0
46.0,-14.018454581614268,-13.788686105983622,1.0
47.0,-8.381731018803638,-2.311403731992466,1.0
48.0,-12.417738639954267,-3.210412053145779,1.0
49.0,-0.9501192434872504,5.137697204057559,1.0
50.0,4.3759517364158524,12.562484639863037,1.0
51.0,-2.7456345557894832,10.778922631788642,1.0
52.0,-0.9082956568751092,12.492004769438104,1.0
53.0,-7.225549420706639,-5.54941564805629,1.0
54.0,13.336652378590212,-8.37659431209874,1.0
55.0,-3.8651088030815233,-12.251380057483892,1.0
56.0,-3.9798182341415522,-11.522967783811971,1.0
57.0,2.1416828877919736,9.728364259054365,1.0
58.0,-10.318647262726554,-3.4696489338080863,1.0
59.0,-14.770280231292409,1.4489687327086518,1.0
60.0,14.391161210679662,-2.3094141815896276,1.0
61.0,11.702191866254429,-5.494087967208945,1.0
62.0,5.714912369793145,-5.379344077675377,1.0
63.0,9.083193821119007,0.26866030955699116,1.0
64.0,8.125644538291638,6.735738596706389,1.0
65.0,-7.515538855421633,-3.1472025148213794,1.0
66.0,-4.009314239806365,5.902904589185501,1.0
67.0,-10.36090028475376,7.720585224646998,1.0
68.0,6.538897528624171,9.123231066364898,1.0
69.0,-6.3546557051018295,1.189477222937818,1.0
70.0,-2.7860745746901934,1.7046127118695387,1.0
71.0,11.470906575249357,-9.062246114717517,1.0
72.0,-10.87116408143426,13.025226969769534,1.0
73.0,6.910235845124708,13.779905737719178,1.0
74.0,-4.725382758338897,9.66153041510178,1.0
75.0,-12.854003285885264,-6.904093592372756,1.0
76.0,-5.000983818801062,0.039451237797895056,1.0
77.0,-13.52440703308184,-2.28722450978786,1.0
78.0,1.7396950473681008,-11.34612801743789,1.0
79.0,-10.178907269948086,-5.497680101171904,1.0
80.0,-1.064119503189747,-9.544407006777583,1.0
81.0,6.899060717056785,1.4836527692798538,-2.0
82.0,-10.821755720749975,-8.710381104665247,-2.0
83.0,-8.55395800321556,-0.9319687943798126,-2.0
84.0,9.850192597275186,-5.363601188848106,-2.0
85.0,-11.201577773560475,8.898803672401563,-2.0
86.0,12.206434300001947,-5.1308854148700975,-2.0
